Code_commune_INSEE;Nom_commune;Code_postal;Libelle_acheminement;Ligne_5;coordonnees_gps
87050;COUZEIX;87270;COUZEIX;;45.913437896, 1.25203520749
88194;GEMMELAINCOURT;88170;GEMMELAINCOURT;;48.3247219784, 5.86762951575
88205;GIRMONT VAL D AJOL;88340;GIRMONT VAL D AJOL;;47.9435376979, 6.51696802708
88237;HENNECOURT;88270;HENNECOURT;;48.1930149625, 6.21842096929
88252;JESONVILLE;88260;JESONVILLE;;48.1086468288, 6.07770211753
83003;AMPUS;83111;AMPUS;;43.6285255822, 6.37191426227
83016;LE BEAUSSET;83330;LE BEAUSSET;;43.2073445411, 5.81845184293
84035;CAVAILLON;84300;CAVAILLON;;43.8481769374, 5.04312031956
84035;CAVAILLON;84300;CAVAILLON;LES VIGNERES;43.8481769374, 5.04312031956
84038;CHEVAL BLANC;84460;CHEVAL BLANC;;43.7887442757, 5.12432916697
84057;JOUCAS;84220;JOUCAS;;43.9244996466, 5.24592798155
84062;LAGNES;84800;LAGNES;;43.9157193663, 5.08616198697
84145;VILLARS;84400;VILLARS;;43.9044100699, 5.43397082996
85001;L AIGUILLON SUR MER;85460;L AIGUILLON SUR MER;;46.3131819817, -1.28712096962
85012;LA BARRE DE MONTS;85550;LA BARRE DE MONTS;;46.8721318025, -2.10134483894
85017;BEAUREPAIRE;85500;BEAUREPAIRE;;46.8741028574, -1.03230822267
85019;BELLEVIGNY;85170;BELLEVIGNY;BELLEVILLE SUR VIE;46.803170613, -1.45953412091
85019;BELLEVIGNY;85170;BELLEVIGNY;SALIGNY;46.803170613, -1.45953412091
85020;BENET;85490;BENET;;46.3691901747, -0.6138149404
85020;BENET;85490;BENET;LESSON;46.3691901747, -0.6138149404
85027;BOUFFERE;85600;BOUFFERE;;46.9707108113, -1.27375208675
85034;BOURNEZEAU;85480;BOURNEZEAU;;46.6439879981, -1.18432139846
85070;COEX;85220;COEX;;46.7170865534, -1.78755069973
85073;CORPE;85320;CORPE;;46.544588242, -1.21560029511
85090;SEVREMONT;85700;SEVREMONT;LA POMMERAIE SUR SEVRE;46.7673763224, -0.80165823115
85105;LE GUE DE VELLUIRE;85770;LE GUE DE VELLUIRE;;46.3688776738, -0.891505234043
85106;LA GUERINIERE;85680;LA GUERINIERE;;46.9670273976, -2.23095235091
85109;LES HERBIERS;85500;LES HERBIERS;;46.8741028574, -1.03230822267
85113;L ILE D YEU;85350;L ILE D YEU;;46.709560764, -2.34675388609
85132;MAILLE;85420;MAILLE;;46.3637075311, -0.729123432763
85133;MAILLEZAIS;85420;MAILLEZAIS;;46.3637075311, -0.729123432763
85134;MALLIEVRE;85590;MALLIEVRE;;46.9002620451, -0.893697595044
85135;MAREUIL SUR LAY DISSAIS;85320;MAREUIL SUR LAY DISSAIS;DISSAIS;46.544588242, -1.21560029511
85136;MARILLET;85240;MARILLET;;46.4923970829, -0.670036032034
85140;LA MEILLERAIE TILLAY;85700;LA MEILLERAIE TILLAY;;46.7673763224, -0.80165823115
85233;ST JEAN DE BEUGNE;85210;ST JEAN DE BEUGNE;;46.5616618506, -1.03160882247
85237;ST LAURENT DE LA SALLE;85410;ST LAURENT DE LA SALLE;;46.5977381891, -0.875564546454
85264;ST PIERRE DU CHEMIN;85120;ST PIERRE DU CHEMIN;;46.6284872082, -0.712728404549
85274;ST VALERIEN;85570;ST VALERIEN;;46.5155310965, -0.917757791759
85307;LA FAUTE SUR MER;85460;LA FAUTE SUR MER;;46.3131819817, -1.28712096962
86017;AYRON;86190;AYRON;;46.6225090612, 0.122295078468
86022;BERRIE;86120;BERRIE;;47.0822430133, 0.0264244317005
86028;BIGNOUX;86800;BIGNOUX;;46.562191444, 0.519952068681
86042;BUXEUIL;37160;BUXEUIL;;46.9873007898, 0.703165744937
86068;CHAUNAY;86510;CHAUNAY;;46.2231732444, 0.176181727921
86078;CIVRAY;86400;CIVRAY;;46.1593309397, 0.27690268606
86079;LA ROCHE RIGAULT;86200;LA ROCHE RIGAULT;LE BOUCHET;46.998807994, 0.139457341652
86096;DOUSSAY;86140;DOUSSAY;;46.8283265591, 0.330477268884
86122;LAUTHIERS;86300;LAUTHIERS;;46.547665049, 0.687527272819
86126;LEIGNES SUR FONTAINE;86300;LEIGNES SUR FONTAINE;;46.547665049, 0.687527272819
86136;LIZANT;86400;LIZANT;;46.1593309397, 0.27690268606
86157;MIGNALOUX BEAUVOIR;86550;MIGNALOUX BEAUVOIR;;46.5486117797, 0.416122295546
86170;MOULISMES;86500;MOULISMES;;46.4016637433, 0.859768107385
86221;ST GENEST D AMBIERE;86140;ST GENEST D AMBIERE;;46.8283265591, 0.330477268884
86233;VALDIVIENNE;86300;VALDIVIENNE;MORTHEMER;46.547665049, 0.687527272819
86235;ST MAURICE LA CLOUERE;86160;ST MAURICE LA CLOUERE;;46.3481384958, 0.384541960559
86244;ST SAUVANT;86600;ST SAUVANT;;46.4312356319, 0.102380315547
86263;SMARVES;86240;SMARVES;;46.5120250661, 0.298942746534
86265;SOSSAIS;86230;SOSSAIS;;46.9073907672, 0.413601378993
86278;VAUX;86700;VAUX;;46.305594158, 0.245644796441
87016;LES BILLANGES;87340;LES BILLANGES;;46.0084101721, 1.47236687338
76290;FRICHEMESNIL;76690;FRICHEMESNIL;;49.5862188915, 1.14950930862
77020;BANNOST VILLEGAGNON;77970;BANNOST VILLEGAGNON;VILLEGAGNON;48.6629667533, 3.14093688522
77023;BARCY;77910;BARCY;;48.9999569179, 2.91840604341
77029;BEAUVOIR;77390;BEAUVOIR;;48.6400377042, 2.79774834492
77036;BOISDON;77970;BOISDON;;48.6629667533, 3.14093688522
77061;CANNES ECLUSE;77130;CANNES ECLUSE;;48.3779377733, 2.96426271153
77065;CELY;77930;CELY EN BIERE;;48.4690092081, 2.55644926131
77082;CHAMPEAUX;77720;CHAMPEAUX;;48.5850477632, 2.89649549396
77087;LA CHAPELLE IGER;77540;LA CHAPELLE IGER;;48.6871810178, 2.97337841043
77263;LUISETAINES;77520;LUISETAINES;;48.4787752425, 3.12194735393
77265;LUZANCY;77138;LUZANCY;;48.9786989638, 3.18137472607
77268;MAGNY LE HONGRE;77700;MAGNY LE HONGRE;;48.8632419628, 2.79709040394
77296;MOISSY CRAMAYEL;77550;MOISSY CRAMAYEL;;48.6199078529, 2.63560162952
77298;MONS EN MONTOIS;77520;MONS EN MONTOIS;;48.4787752425, 3.12194735393
77301;MONTCEAUX LES PROVINS;77151;MONTCEAUX LES PROVINS;;48.6966917246, 3.44415386672
77303;MONTDAUPHIN;77320;MONTDAUPHIN;;48.7632652303, 3.31883214084
77323;MOUSSY LE VIEUX;77230;MOUSSY LE VIEUX;;49.0375720104, 2.68011471653
77327;NANGIS;77370;NANGIS;;48.5606029777, 3.03744473884
77335;CHAUCONIN NEUFMONTIERS;77124;CHAUCONIN NEUFMONTIERS;CHAUCONIN;48.9687525452, 2.84384652509
77340;NONVILLE;77140;NONVILLE;;48.2750471622, 2.70959190478
77373;PONTAULT COMBAULT;77340;PONTAULT COMBAULT;LE PAVE DE PONTAULT;48.7869451025, 2.6135089739
77374;PONTCARRE;77135;PONTCARRE;;48.7962351515, 2.7076583399
12197;REQUISTA;12170;REQUISTA;;44.0745006665, 2.51889903328
12209;ST AMANS DES COTS;12460;ST AMANS DES COTS;;44.7074104935, 2.68829666871
12213;ST BEAUZELY;12620;ST BEAUZELY;;44.1639182272, 2.94123371794
12215;ST CHRISTOPHE VALLON;12330;ST CHRISTOPHE VALLON;;44.4669223048, 2.48171518474
12216;ST COME D OLT;12500;ST COME D OLT;;44.5270610356, 2.81719827673
12217;STE CROIX;12260;STE CROIX;;44.458873555, 1.98297177766
12223;ARGENCES EN AUBRAC;12210;ARGENCES EN AUBRAC;LACALM;44.6915069372, 2.81638954446
12223;ARGENCES EN AUBRAC;12420;ARGENCES EN AUBRAC;STE GENEVIEVE SUR ARGENCE;44.8196484767, 2.78404543455
12234;STE JULIETTE SUR VIAUR;12120;STE JULIETTE SUR VIAUR;;44.1738899788, 2.54748951823
12235;ST JUST SUR VIAUR;12800;ST JUST SUR VIAUR;;44.1851158215, 2.33730989448
12242;ST REMY;12200;ST REMY;;44.334435824, 2.00795550071
12249;ST SEVER DU MOUSTIER;12370;ST SEVER DU MOUSTIER;;43.8037612905, 2.74262599071
12250;ST SYMPHORIEN DE THENIERES;12460;ST SYMPHORIEN DE THENIERES;ST GERVAIS;44.7074104935, 2.68829666871
12251;ST VICTOR ET MELVIEU;12400;ST VICTOR ET MELVIEU;;43.9345919276, 2.84832995912
12262;SAUVETERRE DE ROUERGUE;12800;SAUVETERRE DE ROUERGUE;;44.1851158215, 2.33730989448
12263;SAVIGNAC;12200;SAVIGNAC;;44.334435824, 2.00795550071
12266;SEGUR;12290;SEGUR;;44.2738891396, 2.76077181811
12268;SENERGUES;12320;SENERGUES;;44.5837975359, 2.46440638377
12275;TAURIAC DE CAMARES;12360;TAURIAC DE CAMARES;;43.7904240706, 2.95795996186
12276;TAURIAC DE NAUCELLE;12800;TAURIAC DE NAUCELLE;;44.1851158215, 2.33730989448
12283;TREMOUILLES;12290;TREMOUILLES;;44.2738891396, 2.76077181811
12288;VALADY;12330;VALADY;NUCES;44.4669223048, 2.48171518474
12289;VALZERGUES;12220;VALZERGUES;;44.4874742078, 2.20156153334
12299;VILLEFRANCHE DE PANAT;12430;VILLEFRANCHE DE PANAT;;44.0864778708, 2.70135704539
13003;ALLEINS;13980;ALLEINS;;43.7076204697, 5.15079714455
13004;ARLES;13123;ARLES;L ALBARON;43.5467808819, 4.66183385891
13004;ARLES;13200;ARLES;LE SAMBUC;43.5467808819, 4.66183385891
13005;AUBAGNE;13400;AUBAGNE;;43.2934747963, 5.56322795554
13009;LA BARBEN;13330;LA BARBEN;;43.6242242571, 5.18902505122
13013;BELCODENE;13720;BELCODENE;;43.4097271904, 5.60183954858
13016;LA BOUILLADISSE;13720;LA BOUILLADISSE;LES BOYERS;43.4097271904, 5.60183954858
13019;CABRIES;13480;CABRIES;;43.4494933345, 5.34998030889
13026;CHATEAUNEUF LES MARTIGUES;13220;CHATEAUNEUF LES MARTIGUES;;43.3863844311, 5.14761190486
13028;LA CIOTAT;13600;LA CIOTAT;;43.2057739447, 5.6225082578
13029;CORNILLON CONFOUX;13250;CORNILLON CONFOUX;;43.5560610417, 5.07443840982
13030;CUGES LES PINS;13780;CUGES LES PINS;;43.2875382054, 5.72232171856
13032;EGUILLES;13510;EGUILLES;;43.5708421062, 5.32952405027
13033;ENSUES LA REDONNE;13820;ENSUES LA REDONNE;LA REDONNE;43.3537890025, 5.19969508788
13034;EYGALIERES;13810;EYGALIERES;;43.7619946211, 4.95220471189
13037;LA FARE LES OLIVIERS;13580;LA FARE LES OLIVIERS;;43.5547068884, 5.20233943209
13038;FONTVIEILLE;13990;FONTVIEILLE;;43.7232796075, 4.72247335133
13040;FUVEAU;13710;FUVEAU;LA BEGUDE;43.4598825054, 5.55318993446
13043;GIGNAC LA NERTHE;13180;GIGNAC LA NERTHE;LAURE;43.390482869, 5.22788588973
13056;MARTIGUES;13117;MARTIGUES;LAVERA;43.3799117548, 5.04948307536
13063;MIRAMAS;13140;MIRAMAS;;43.5842598006, 5.01416013898
13066;NOVES;13550;NOVES;PALUD DE NOVES;43.8586962525, 4.89971574687
13069;PELISSANNE;13330;PELISSANNE;;43.6242242571, 5.18902505122
13070;LA PENNE SUR HUVEAUNE;13821;LA PENNE SUR HUVEAUNE;;43.2768119604, 5.51843444856
13072;PEYNIER;13790;PEYNIER;LES MICHELS;43.466397869, 5.61228660864
13081;ROGNAC;13340;ROGNAC;;43.4968931335, 5.23095747699
13085;ROQUEFORT LA BEDOULE;13830;ROQUEFORT LA BEDOULE;ROQUEFORT;43.2511968677, 5.62904629531
13086;ROQUEVAIRE;13360;ROQUEVAIRE;;43.3435929565, 5.59815037095
13088;LE ROVE;13740;LE ROVE;;43.3653006845, 5.25320648556
13096;SAINTES MARIES DE LA MER;13460;SAINTES MARIES DE LA MER;;43.5039741794, 4.46432655177
13102;ST VICTORET;13730;ST VICTORET;;43.4141688547, 5.25375444435
13109;LE THOLONET;13100;LE THOLONET;;43.5353485115, 5.4345381961
13118;COUDOUX;13111;COUDOUX;;43.5610728388, 5.25444585212
13208;MARSEILLE 08;13008;MARSEILLE;CALLELONGUE;43.2388428582, 5.37571442554
13213;MARSEILLE 13;13013;MARSEILLE;CROIX ROUGE;43.3495227907, 5.43359654239
13215;MARSEILLE 15;13015;MARSEILLE;;43.3593730054, 5.36332724232
14002;ACQUEVILLE;14220;ACQUEVILLE;;48.9913936572, -0.409929998013
14007;AMAYE SUR SEULLES;14310;AMAYE SUR SEULLES;;49.0707040622, -0.648769817397
14009;AMFREVILLE;14860;AMFREVILLE;;49.2320742988, -0.215810077728
14011;ANCTOVILLE;14240;ANCTOVILLE;;49.1055577852, -0.781481644045
14011;ANCTOVILLE;14240;ANCTOVILLE;ORBOIS;49.1055577852, -0.781481644045
14011;ANCTOVILLE;14240;ANCTOVILLE;SERMENTOT;49.1055577852, -0.781481644045
14014;COLOMBY ANGUERNY;14610;COLOMBY ANGUERNY;;49.2527836333, -0.426386244935
14023;ASNIERES EN BESSIN;14710;ASNIERES EN BESSIN;;49.3170637907, -0.915262890017
14032;LES AUTHIEUX SUR CALONNE;14130;LES AUTHIEUX SUR CALONNE;;49.281975342, 0.22870196514
14035;BALLEROY SUR DROME;14490;BALLEROY SUR DROME;;49.1880103756, -0.822491149883
14043;BAROU EN AUGE;14620;BAROU EN AUGE;;48.9036116787, -0.0519512119893
14046;BAVENT;14860;BAVENT;ROBEHOMME;49.2320742988, -0.215810077728
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;BEAULIEU;48.9220153608, -0.733098585986
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;CARVILLE;48.9220153608, -0.733098585986
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;LA FERRIERE HARANG;48.9220153608, -0.733098585986
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;LA GRAVERIE;48.9220153608, -0.733098585986
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;MONTCHAUVET;48.9220153608, -0.733098585986
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;ST DENIS MAISONCELLES;48.9220153608, -0.733098585986
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;ST MARTIN DES BESACES;48.9220153608, -0.733098585986
14061;SOULEUVRE EN BOCAGE;14350;SOULEUVRE EN BOCAGE;ST PIERRE TARENTAINE;48.9220153608, -0.733098585986
14063;BERNESQ;14710;BERNESQ;;49.3170637907, -0.915262890017
14068;BIEVILLE BEUVILLE;14112;BIEVILLE BEUVILLE;BIEVILLE SUR ORNE;49.2432109147, -0.336840438637
14070;BEUVRON EN AUGE;14430;BEUVRON EN AUGE;;49.2183532057, -0.0305664652154
14078;BLAY;14400;BLAY;;49.2815631038, -0.715433077365
14080;LE BO;14690;LE BO;;48.881705184, -0.38339181296
14085;BONNEVILLE LA LOUVET;14130;BONNEVILLE LA LOUVET;;49.281975342, 0.22870196514
14089;BOUGY;14210;BOUGY;;49.1001637748, -0.508327897598
14096;BREMOY;14260;BREMOY;;49.0066968594, -0.682033937829
14097;BRETTEVILLE LE RABET;14190;BRETTEVILLE LE RABET;;49.0218805149, -0.23188447049
14102;LE BREUIL EN AUGE;14130;LE BREUIL EN AUGE;;49.281975342, 0.22870196514
14103;LE BREUIL EN BESSIN;14330;LE BREUIL EN BESSIN;;49.2420322509, -0.955592852997
14106;BREVILLE LES MONTS;14860;BREVILLE LES MONTS;;49.2320742988, -0.215810077728
14107;BRICQUEVILLE;14710;BRICQUEVILLE;;49.3170637907, -0.915262890017
14118;CAEN;14000;CAEN;;49.1850251668, -0.370004009634
14119;CAGNY;14630;CAGNY;;49.1466089326, -0.248954415466
14120;CAHAGNES;14240;CAHAGNES;;49.1055577852, -0.781481644045
14122;LA CAINE;14210;LA CAINE;;49.1001637748, -0.508327897598
14123;CAIRON;14610;CAIRON;;49.2527836333, -0.426386244935
14126;CAMBREMER;14340;CAMBREMER;ST PAIR DU MONT;49.1715682628, 0.0767124030123
14127;CAMPAGNOLLES;14500;CAMPAGNOLLES;;48.8626699859, -0.904614638013
42232;ST HAON LE CHATEL;42370;ST HAON LE CHATEL;;46.0410785697, 3.88579573435
42234;ST HEAND;42570;ST HEAND;;45.5307279114, 4.38118209598
42237;ST JEAN BONNEFONDS;42650;ST JEAN BONNEFONDS;;45.4566338869, 4.44834110414
42287;ST SAUVEUR EN RUE;42220;ST SAUVEUR EN RUE;;45.3043061368, 4.54945405511
42297;SALVIZINET;42110;SALVIZINET;;45.7464290309, 4.22053432957
42303;SOUTERNON;42260;SOUTERNON;;45.8652813058, 3.98967950475
42308;LA TERRASSE SUR DORLAY;42740;LA TERRASSE SUR DORLAY;;45.4411267885, 4.58408605646
42319;VALEILLE;42110;VALEILLE;;45.7464290309, 4.22053432957
42321;LA VALLA SUR ROCHEFORT;42111;LA VALLA SUR ROCHEFORT;;45.7864146517, 3.85739554907
42334;VIOLAY;42780;VIOLAY;;45.8519257177, 4.34943755733
43001;AGNAT;43100;AGNAT;;45.2692566544, 3.36500382521
43013;VISSAC AUTEYRAC;43300;VISSAC AUTEYRAC;VISSAC;45.0667197349, 3.4902019392
43039;LE BRIGNON;43370;LE BRIGNON;;44.9661456359, 3.83512081172
43051;LE CHAMBON SUR LIGNON;43400;LE CHAMBON SUR LIGNON;;45.0530604169, 4.31970286969
43068;CHAZELLES;43300;CHAZELLES;;45.0667197349, 3.4902019392
43086;DOMEYRAT;43230;DOMEYRAT;;45.2101623338, 3.55258468733
43093;FELINES;43160;FELINES;;45.3021740577, 3.67634903459
43099;FRUGERES LES MINES;43250;FRUGERES LES MINES;;45.4003953203, 3.3095057239
43101;GOUDET;43150;GOUDET;;44.9168291354, 4.03393606407
43107;JOSAT;43230;JOSAT;;45.2101623338, 3.55258468733
43116;LAVAL SUR DOULON;43440;LAVAL SUR DOULON;;45.3510344646, 3.5299252821
43122;LISSAC;43350;LISSAC;;45.1597919947, 3.81524516944
43124;LOUDES;43320;LOUDES;;45.0730523495, 3.72818523635
43125;LUBILHAC;43100;LUBILHAC;;45.2692566544, 3.36500382521
43134;MEZERES;43800;MEZERES;;45.1544894574, 3.94630297006
43139;MONTCLARD;43230;MONTCLARD;;45.2101623338, 3.55258468733
43144;MOUDEYRES;43150;MOUDEYRES;;44.9168291354, 4.03393606407
43145;OUIDES;43510;OUIDES;;44.9244140229, 3.76769965575
43165;ROSIERES;43800;ROSIERES;;45.1544894574, 3.94630297006
43173;ST CHRISTOPHE D ALLIER;43340;ST CHRISTOPHE D ALLIER;;44.842698307, 3.79076623546
43197;ST JEAN DE NAY;43320;ST JEAN DE NAY;;45.0730523495, 3.72818523635
43202;ST JULIEN DES CHAZES;43300;ST JULIEN DES CHAZES;;45.0667197349, 3.4902019392
43212;ST PAL DE CHALENCON;43500;ST PAL DE CHALENCON;;45.3160537957, 3.86626032695
43257;VERGEZAC;43320;VERGEZAC;;45.0730523495, 3.72818523635
42107;GUMIERES;42560;GUMIERES;;45.5094498806, 4.04337401381
42108;L HOPITAL LE GRAND;42210;L HOPITAL LE GRAND;;45.6418287448, 4.25055312034
42124;LUPE;42520;LUPE;;45.3733315424, 4.67467859118
42126;LURIECQ;42380;LURIECQ;;45.4185466317, 4.07292965621
42130;MAGNEUX HAUTE RIVE;42600;MAGNEUX HAUTE RIVE;;45.6194255891, 4.06119351589
42139;MARLHES;42660;MARLHES;;45.3345075212, 4.42730492765
42147;MONTBRISON;42600;MONTBRISON;MOINGT;45.6194255891, 4.06119351589
42151;MORNAND EN FOREZ;42600;MORNAND EN FOREZ;;45.6194255891, 4.06119351589
42158;LES NOES;42370;LES NOES;;46.0410785697, 3.88579573435
42161;NOTRE DAME DE BOISSET;42120;NOTRE DAME DE BOISSET;;46.0189816241, 4.12010356973
42185;RIVAS;42340;RIVAS;;45.5673382654, 4.26910796554
42192;ROZIER COTES D AUREC;42380;ROZIER COTES D AUREC;;45.4185466317, 4.07292965621
42197;STE AGATHE LA BOUTERESSE;42130;STE AGATHE LA BOUTERESSE;;45.7452665398, 4.00810157042
42206;ST BONNET LES OULES;42330;ST BONNET LES OULES;;45.5836134512, 4.32526364645
42210;STE CROIX EN JAREZ;42800;STE CROIX EN JAREZ;;45.5337245551, 4.60104990812
42219;ST ETIENNE LE MOLARD;42130;ST ETIENNE LE MOLARD;;45.7452665398, 4.00810157042
42229;ST GERMAIN LA MONTAGNE;42670;ST GERMAIN LA MONTAGNE;;46.1669318835, 4.36381176292
42240;ST JEAN SOLEYMIEUX;42560;ST JEAN SOLEYMIEUX;;45.5094498806, 4.04337401381
42251;ST LAURENT LA CONCHE;42210;ST LAURENT LA CONCHE;;45.6418287448, 4.25055312034
42265;ST MICHEL SUR RHONE;42410;ST MICHEL SUR RHONE;;45.4391960576, 4.69147346638
42282;ST ROMAIN D URFE;42430;ST ROMAIN D URFE;;45.9093143858, 3.85016888854
43053;CHAMPCLAUSE;43260;CHAMPCLAUSE;;45.0368764299, 4.06744003564
43053;CHAMPCLAUSE;43430;CHAMPCLAUSE;;44.9885742524, 4.21536792056
43079;COUTEUGES;43230;COUTEUGES;;45.2101623338, 3.55258468733
43085;DESGES;43300;DESGES;;45.0667197349, 3.4902019392
43096;FONTANNES;43100;FONTANNES;;45.2692566544, 3.36500382521
43097;FREYCENET LA CUCHE;43150;FREYCENET LA CUCHE;;44.9168291354, 4.03393606407
46029;BIARS SUR CERE;46130;BIARS SUR CERE;;44.9082108731, 1.84936992994
46034;LE BOURG;46120;LE BOURG;;44.7466376911, 1.91531197179
46043;CAHUS;46130;CAHUS;;44.9082108731, 1.84936992994
46051;CAMBES;46100;CAMBES;;44.6196578758, 1.99907921588
46061;CASSAGNES;46700;CASSAGNES;;44.4982429609, 1.08720546775
46079;CRAS;46360;CRAS;;44.5788373248, 1.59698113973
46082;CREMPS;46230;CREMPS;;44.3311926222, 1.57367645875
46084;CREYSSE;46600;CREYSSE;;44.9553915789, 1.56930926768
46100;FAYCELLES;46100;FAYCELLES;;44.6196578758, 1.99907921588
46115;FRAYSSINHES;46400;FRAYSSINHES;;44.8464393282, 1.9088704855
46137;LABASTIDE MARNHAC;46090;LABASTIDE MARNHAC;;44.4541569045, 1.46509252908
46138;COEUR DE CAUSSE;46240;COEUR DE CAUSSE;LABASTIDE MURAT;44.6554006937, 1.59713194799
55482;SENONCOURT LES MAUJOUY;55220;SENONCOURT LES MAUJOUY;;49.0264953625, 5.30234467263
55487;SEUZEY;55300;SEUZEY;;48.9104190257, 5.5708079511
55488;SILMONT;55000;SILMONT;;48.7769706968, 5.17031591605
57046;BAERENTHAL;57230;BAERENTHAL;;49.0414116666, 7.50685872374
57048;BANNAY;57220;BANNAY;;49.1841986175, 6.49591706201
54513;TANTONVILLE;54116;TANTONVILLE;;48.452260444, 6.12393420575
54526;TOMBLAINE;54510;TOMBLAINE;;48.6692716698, 6.24903144638
54534;TRONDES;54570;TRONDES;;48.6894085675, 5.77714272424
54535;TRONVILLE;54800;TRONVILLE;;49.1533949551, 5.84735611771
54548;VANNES LE CHATEL;54112;VANNES LE CHATEL;;48.5703688862, 5.77161023397
54551;VAUCOURT;54370;VAUCOURT;;48.6799191699, 6.55364167733
54560;VENEY;54540;VENEY;;48.4879435036, 6.89716431084
54561;VENNEZEY;54830;VENNEZEY;;48.4697164123, 6.49395418812
54565;VIGNEULLES;54360;VIGNEULLES;;48.5376084604, 6.39273410507
54568;VILLE AU MONTOIS;54620;VILLE AU MONTOIS;;49.4159579507, 5.74064745259
54569;VILLE AU VAL;54380;VILLE AU VAL;;48.8291241117, 6.03986596053
55010;ANCERVILLE;55170;ANCERVILLE;;48.6392159875, 5.09392401547
55267;LACHAUSSEE;55210;LACHAUSSEE;HAUMONT LES LACHAUSSEE;48.9934454026, 5.72780087463
55278;LANEUVILLE AU RUPT;55190;LANEUVILLE AU RUPT;;48.667580724, 5.58942514776
55291;LIGNY EN BARROIS;55500;LIGNY EN BARROIS;;48.6840744097, 5.33883101603
55295;LISLE EN BARROIS;55250;LISLE EN BARROIS;;48.9706393604, 5.11493116355
55299;LOISON;55230;LOISON;;49.3403903828, 5.6284923662
55302;LONGEVILLE EN BARROIS;55000;LONGEVILLE EN BARROIS;;48.7769706968, 5.17031591605
55307;LOUVEMONT COTE DU POIVRE;55100;LOUVEMONT COTE DU POIVRE;;49.185016183, 5.33825384268
55316;MANGIENNES;55150;MANGIENNES;;49.3426883563, 5.43366095865
55330;MELIGNY LE GRAND;55190;MELIGNY LE GRAND;;48.667580724, 5.58942514776
55333;MENIL AUX BOIS;55260;MENIL AUX BOIS;;48.8868755037, 5.34101702735
23204;ST JULIEN LE CHATEL;23130;ST JULIEN LE CHATEL;;46.1028113673, 2.22603035079
23213;ST MARIEN;23600;ST MARIEN;;46.3477631424, 2.22507795929
23215;ST MARTIAL LE VIEUX;23100;ST MARTIAL LE VIEUX;;45.7268146987, 2.29618213551
23219;ST MAURICE LA SOUTERRAINE;23300;ST MAURICE LA SOUTERRAINE;;46.2460007526, 1.49623466309
23222;ST MICHEL DE VEISSE;23480;ST MICHEL DE VEISSE;;46.0036093159, 2.04019258932
23232;ST PIERRE BELLEVUE;23460;ST PIERRE BELLEVUE;;45.8611581486, 1.91070196951
23262;VIGEVILLE;23140;VIGEVILLE;;46.1904343577, 2.100695358
23266;LA VILLETELLE;23260;LA VILLETELLE;;45.8336505959, 2.34933393664
24006;ALLAS LES MINES;24220;ALLAS LES MINES;;44.8620938177, 1.0656904068
24012;ARCHIGNAC;24590;ARCHIGNAC;;44.9880935818, 1.33262817991
24018;AURIAC DU PERIGORD;24290;AURIAC DU PERIGORD;;45.0532972377, 1.1586306829
24021;BADEFOLS D ANS;24390;BADEFOLS D ANS;;45.2509345375, 1.14488795107
24028;BEAUMONTOIS EN PERIGORD;24440;BEAUMONTOIS EN PERIGORD;BEAUMONT DU PERIGORD;44.7570815244, 0.786200936905
24032;BEAURONNE;24400;BEAURONNE;;45.0344018011, 0.344368623615
24033;BEAUSSAC;24340;BEAUSSAC;;45.4527668085, 0.495716304858
24035;PAYS DE BELVES;24170;PAYS DE BELVES;BELVES;44.7520136105, 1.04613211786
24041;BEZENAC;24220;BEZENAC;;44.8620938177, 1.0656904068
24053;BOULAZAC ISLE MANOIRE;24750;BOULAZAC ISLE MANOIRE;ATUR;45.1801193657, 0.766939907734
24054;BOUNIAGUES;24560;BOUNIAGUES;;44.7422356439, 0.603161629803
24059;BOURGNAC;24400;BOURGNAC;;45.0344018011, 0.344368623615
24060;BOURNIQUEL;24150;BOURNIQUEL;;44.8499844626, 0.730354146465
24061;BOURROU;24110;BOURROU;;45.130001405, 0.541482020518
24065;BREUILH;24380;BREUILH;;45.0320385201, 0.735708739436
24068;LE BUISSON DE CADOUIN;24480;LE BUISSON DE CADOUIN;PALEYRAC;44.8133494955, 0.885908136539
24082;CARSAC AILLAC;24200;CARSAC AILLAC;;44.8967974347, 1.21768347065
24085;LA CASSAGNE;24120;LA CASSAGNE;;45.1193509638, 1.29790684611
24088;CAUSE DE CLERANS;24150;CAUSE DE CLERANS;;44.8499844626, 0.730354146465
24095;CHALAIS;24800;CHALAIS;;45.4311945762, 0.925493888326
24096;CHAMPAGNAC DE BELAIR;24530;CHAMPAGNAC DE BELAIR;;45.4035871234, 0.722063725485
24097;CHAMPAGNE ET FONTAINE;24320;CHAMPAGNE ET FONTAINE;;45.3701841655, 0.369368345584
